marca,modelo,ano_vehic,antiguedad,rango_antiguedad,km,combustible,puertas,cv,transmision,ubicacion,particular,precio,segmento_precio,precio_por_cv,stats_visto,stats_favorito,stats_contactado,engagement_score,fuente
VOLKSWAGEN,Tiguan,2015.0,6,Reciente (4-7a),99265.0,Diesel,5.0,,manual,Badalona,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
LEXUS,CT,2018.0,3,Casi nuevo (0-3a),43909.0,Híbrido,5.0,,automatica,Esplugas,Profesional,18.49,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,X4,2017.0,4,Reciente (4-7a),187000.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,26.99,Premium (20-35K),,0,0,0,0.0,Flexicar
BMW,Serie 3,2017.0,4,Reciente (4-7a),126000.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,Q5,2017.0,4,Reciente (4-7a),122593.0,Diesel,5.0,,automatica,Sabadell 2,Profesional,30.49,Premium (20-35K),,0,0,0,0.0,Flexicar
FORD,Kuga,2016.0,5,Reciente (4-7a),81320.0,Diesel,5.0,,manual,Sabadell 2,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Kuga,2017.0,4,Reciente (4-7a),42900.0,Diesel,5.0,,manual,Sabadell 2,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Fiesta,2019.0,2,Casi nuevo (0-3a),38950.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,13.49,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,Qashqai,2014.0,7,Reciente (4-7a),54956.0,Diesel,5.0,,manual,Esplugas,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C4,2012.0,9,Seminuevo (8-12a),199990.0,Diesel,5.0,,manual,Esplugas,Profesional,5.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
RENAULT,Captur,2019.0,2,Casi nuevo (0-3a),23500.0,Gasolina,5.0,,manual,Granollers,Profesional,14.79,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2017.0,4,Reciente (4-7a),95500.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,10.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2017.0,4,Reciente (4-7a),64100.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
BMW,X1,2016.0,5,Reciente (4-7a),116387.0,Diesel,5.0,,automatica,Mataró,Profesional,20.99,Premium (20-35K),,0,0,0,0.0,Flexicar
TOYOTA,C-HR,2017.0,4,Reciente (4-7a),99658.0,Híbrido,5.0,,automatica,Mataró,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Sportage,2018.0,3,Casi nuevo (0-3a),23400.0,Gasolina,5.0,,automatica,Badalona,Profesional,21.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase GLA,2016.0,5,Reciente (4-7a),83100.0,Diesel,5.0,,automatica,Granollers,Profesional,24.49,Premium (20-35K),,0,0,0,0.0,Flexicar
RENAULT,Clio,2016.0,5,Reciente (4-7a),130300.0,Diesel,5.0,,manual,Granollers,Profesional,9.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
RENAULT,Espace,2017.0,4,Reciente (4-7a),105000.0,Diesel,5.0,,automatica,Granollers,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Mokka X,2019.0,2,Casi nuevo (0-3a),53405.0,Gasolina,5.0,,manual,Gavá,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Optima,2016.0,5,Reciente (4-7a),88884.0,Diesel,5.0,,automatica,Gavá,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Astra,2017.0,4,Reciente (4-7a),66515.0,Diesel,5.0,,manual,Gavá,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,Q3,2018.0,3,Casi nuevo (0-3a),57425.0,Diesel,5.0,,manual,Gavá,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
PEUGEOT,3008,2018.0,3,Casi nuevo (0-3a),106350.0,Gasolina,5.0,,manual,Gavá,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A1,2016.0,5,Reciente (4-7a),37308.0,Gasolina,5.0,,manual,Viladecans,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase A,2015.0,6,Reciente (4-7a),153501.0,Diesel,5.0,,manual,Mataró,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Polo,2015.0,6,Reciente (4-7a),46347.0,Gasolina,5.0,,manual,Viladecans,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
VOLVO,V40,2018.0,3,Casi nuevo (0-3a),76086.0,Gasolina,5.0,,manual,Viladecans,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C-Elysée,2019.0,2,Casi nuevo (0-3a),47196.0,Diesel,5.0,,manual,Viladecans,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A4,2016.0,5,Reciente (4-7a),118173.0,Diesel,5.0,,automatica,Viladecans,Profesional,18.49,Medio (10-20K),,0,0,0,0.0,Flexicar
MITSUBISHI,Outlander,2011.0,10,Seminuevo (8-12a),170000.0,Diesel,5.0,,automatica,Granollers,Profesional,9.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
LAND,Rover Discovery Sport,2019.0,2,Casi nuevo (0-3a),65950.0,Diesel,5.0,,automatica,Hospitalet,Profesional,33.99,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2013.0,8,Seminuevo (8-12a),94500.0,Diesel,5.0,,manual,Mataró,Profesional,9.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
SEAT,Arona,2019.0,2,Casi nuevo (0-3a),44158.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,15.77,Medio (10-20K),,0,0,0,0.0,Flexicar
ALFA,Romeo Giulietta,2011.0,10,Seminuevo (8-12a),125739.0,Diesel,5.0,,manual,Sabadell 1,Profesional,7.67,Accesible (5-10K),,0,0,0,0.0,Flexicar
TOYOTA,Yaris,2016.0,5,Reciente (4-7a),77977.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,10.26,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Verso,2015.0,6,Reciente (4-7a),129460.0,Diesel,5.0,,manual,Sabadell 1,Profesional,10.37,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Corsa,2018.0,3,Casi nuevo (0-3a),25200.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,10.12,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Focus,2020.0,1,Casi nuevo (0-3a),34100.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A7,2014.0,7,Reciente (4-7a),216107.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,20.99,Premium (20-35K),,0,0,0,0.0,Flexicar
FORD,Focus,2017.0,4,Reciente (4-7a),102000.0,Diesel,5.0,,manual,Sabadell 3,Profesional,12.49,Medio (10-20K),,0,0,0,0.0,Flexicar
HYUNDAI,i20,2019.0,2,Casi nuevo (0-3a),33832.0,Gasolina,5.0,,manual,Mataró,Profesional,13.29,Medio (10-20K),,0,0,0,0.0,Flexicar
FIAT,Tipo,2017.0,4,Reciente (4-7a),50500.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
OPEL,Astra,2015.0,6,Reciente (4-7a),114400.0,Diesel,5.0,,manual,Sabadell 3,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
SEAT,Leon,2018.0,3,Casi nuevo (0-3a),26000.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,18.33,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Kangoo Furgón,2020.0,1,Casi nuevo (0-3a),25100.0,Diesel,5.0,,manual,Sabadell 1,Profesional,14.43,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Sandero,2015.0,6,Reciente (4-7a),31000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,10.15,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C4 Picasso,2014.0,7,Reciente (4-7a),120000.0,Diesel,5.0,,automatica,Sabadell 3,Profesional,11.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Clio 4,2016.0,5,Reciente (4-7a),110000.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
AUDI,A3,2014.0,7,Reciente (4-7a),97000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,11.43,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Dokker,2020.0,1,Casi nuevo (0-3a),32600.0,Diesel,5.0,,manual,Sabadell 1,Profesional,10.68,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,5008,2018.0,3,Casi nuevo (0-3a),80995.0,Diesel,5.0,,automatica,Granollers,Profesional,24.99,Premium (20-35K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,T-Cross,2020.0,1,Casi nuevo (0-3a),12100.0,Gasolina,5.0,,automatica,Hospitalet,Profesional,23.99,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2017.0,4,Reciente (4-7a),39100.0,Gasolina,5.0,,manual,Hospitalet,Profesional,8.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
KIA,Sportage,2017.0,4,Reciente (4-7a),18000.0,Gasolina,5.0,,manual,Hospitalet,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Astra,2015.0,6,Reciente (4-7a),48000.0,Gasolina,5.0,,manual,Hospitalet,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
FORD,Ka+,2017.0,4,Reciente (4-7a),26400.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
CITROEN,C3 Aircross,2021.0,0,Casi nuevo (0-3a),8450.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
JAGUAR,F-Pace,2016.0,5,Reciente (4-7a),65244.0,Diesel,5.0,,automatica,Esplugas,Profesional,26.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MINI,Mini,2016.0,5,Reciente (4-7a),54870.0,Gasolina,5.0,,manual,Esplugas,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Ceed,2016.0,5,Reciente (4-7a),173127.0,Diesel,5.0,,manual,Esplugas,Profesional,8.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
CITROEN,C4 Picasso,2016.0,5,Reciente (4-7a),70528.0,Diesel,5.0,,manual,Esplugas,Profesional,11.49,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Yaris,2012.0,9,Seminuevo (8-12a),144437.0,Diesel,5.0,,manual,Esplugas,Profesional,5.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
SEAT,Arona,2017.0,4,Reciente (4-7a),32760.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,2008,2018.0,3,Casi nuevo (0-3a),96970.0,Diesel,5.0,,manual,Sabadell 2,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
LAND,Rover Discovery Sport,2017.0,4,Reciente (4-7a),82800.0,Diesel,5.0,,manual,Sabadell 2,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
FORD,Kuga,2014.0,7,Reciente (4-7a),176400.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
CITROEN,C4 Picasso,2017.0,4,Reciente (4-7a),53160.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 1,2013.0,8,Seminuevo (8-12a),158000.0,Diesel,5.0,,manual,Granollers,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
LAND,Rover Range Rover Evoque,2015.0,6,Reciente (4-7a),112000.0,Diesel,5.0,,automatica,Granollers,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
FORD,C-Max,2015.0,6,Reciente (4-7a),120597.0,Gasolina,5.0,,manual,Esplugas,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
ABARTH,500,2017.0,4,Reciente (4-7a),69000.0,Gasolina,5.0,,automatica,Mataró,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
HYUNDAI,Tucson,2017.0,4,Reciente (4-7a),98000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,17.73,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Avensis,2015.0,6,Reciente (4-7a),97800.0,Diesel,5.0,,manual,Sabadell 1,Profesional,11.97,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Arona,2018.0,3,Casi nuevo (0-3a),42591.0,Gasolina,5.0,,manual,Viladecans,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Mokka,2013.0,8,Seminuevo (8-12a),78000.0,Diesel,5.0,,manual,Mataró,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Kadjar,2017.0,4,Reciente (4-7a),84300.0,Diesel,5.0,,manual,Sabadell 3,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ateca,2019.0,2,Casi nuevo (0-3a),53000.0,Diesel,5.0,,manual,Badalona,Profesional,25.99,Premium (20-35K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Touran,2017.0,4,Reciente (4-7a),23000.0,Diesel,5.0,,manual,Sabadell 3,Profesional,22.49,Premium (20-35K),,0,0,0,0.0,Flexicar
KIA,Sportage,2018.0,3,Casi nuevo (0-3a),55600.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,C-HR,2017.0,4,Reciente (4-7a),134000.0,Híbrido,5.0,,automatica,Sabadell 3,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,X3,2016.0,5,Reciente (4-7a),96700.0,Diesel,5.0,,manual,Sabadell 3,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
SUZUKI,SX4 S-Cross,2017.0,4,Reciente (4-7a),79000.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,13.49,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,X-Trail,2015.0,6,Reciente (4-7a),144000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,15.88,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2017.0,4,Reciente (4-7a),169000.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,13.27,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Arona,2018.0,3,Casi nuevo (0-3a),95947.0,Gasolina,5.0,,manual,Mataró,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2015.0,6,Reciente (4-7a),67600.0,Diesel,5.0,,manual,Viladecans,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase CLA,2016.0,5,Reciente (4-7a),74580.0,Diesel,5.0,,automatica,Mataró,Profesional,24.99,Premium (20-35K),,0,0,0,0.0,Flexicar
NISSAN,Qashqai,2017.0,4,Reciente (4-7a),34620.0,Gasolina,5.0,,manual,Mataró,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,3008,2019.0,2,Casi nuevo (0-3a),131900.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
JEEP,Renegade,2018.0,3,Casi nuevo (0-3a),61970.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A1,2015.0,6,Reciente (4-7a),109450.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,12.49,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,NV250,2021.0,0,Casi nuevo (0-3a),1258.0,Diesel,5.0,,manual,Viladecans,Profesional,22.99,Premium (20-35K),,0,0,0,0.0,Flexicar
NISSAN,Qashqai,2014.0,7,Reciente (4-7a),143866.0,Diesel,5.0,,manual,Viladecans,Profesional,13.49,Medio (10-20K),,0,0,0,0.0,Flexicar
HYUNDAI,Kona,2021.0,0,Casi nuevo (0-3a),11757.0,Gasolina,5.0,,manual,Viladecans,Profesional,19.49,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Polo,2018.0,3,Casi nuevo (0-3a),73000.0,Gasolina,5.0,,manual,Granollers,Profesional,13.99,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,X-Trail,2015.0,6,Reciente (4-7a),165000.0,Diesel,5.0,,manual,Granollers,Profesional,16.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,ProCeed,2016.0,5,Reciente (4-7a),80000.0,Gasolina,5.0,,manual,Badalona,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2019.0,2,Casi nuevo (0-3a),70665.0,Gasolina,5.0,,manual,Badalona,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,Micra,2019.0,2,Casi nuevo (0-3a),21017.0,Gasolina,5.0,,manual,Badalona,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,308,2015.0,6,Reciente (4-7a),90500.0,Diesel,5.0,,manual,Badalona,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
MAZDA,Mazda6,2016.0,5,Reciente (4-7a),170000.0,Diesel,5.0,,automatica,Granollers,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
HYUNDAI,i30,2018.0,3,Casi nuevo (0-3a),35400.0,Gasolina,5.0,,manual,Granollers,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,5008,2016.0,5,Reciente (4-7a),106000.0,Diesel,5.0,,manual,Granollers,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Clio,2020.0,1,Casi nuevo (0-3a),6425.0,Gasolina,5.0,,automatica,Sabadell 2,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Vivaro,2016.0,5,Reciente (4-7a),53600.0,Diesel,5.0,,manual,Sabadell 2,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,EcoSport,2018.0,3,Casi nuevo (0-3a),29213.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 5,2011.0,10,Seminuevo (8-12a),199600.0,Diesel,5.0,,manual,Sabadell 2,Profesional,11.49,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A3,2014.0,7,Reciente (4-7a),159782.0,Diesel,5.0,,manual,Sabadell 2,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Fiesta,2017.0,4,Reciente (4-7a),90378.0,Gasolina,5.0,,manual,Gavá,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
NISSAN,Micra,2018.0,3,Casi nuevo (0-3a),23462.0,Gasolina,5.0,,manual,Mataró,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Ceed,2018.0,3,Casi nuevo (0-3a),28096.0,Gasolina,5.0,,manual,Gavá,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Verso,2016.0,5,Reciente (4-7a),98861.0,Diesel,5.0,,manual,Gavá,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
DACIA,Sandero,2016.0,5,Reciente (4-7a),97756.0,Gasolina,5.0,,manual,Gavá,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
HYUNDAI,i30,2017.0,4,Reciente (4-7a),56294.0,Diesel,5.0,,manual,Esplugas,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Megane,2020.0,1,Casi nuevo (0-3a),33375.0,Gasolina,5.0,,automatica,Esplugas,Profesional,17.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase A,2013.0,8,Seminuevo (8-12a),90270.0,Diesel,5.0,,automatica,Esplugas,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Puma,2020.0,1,Casi nuevo (0-3a),2584.0,Híbrido,5.0,,manual,Esplugas,Profesional,18.99,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,A1,2015.0,6,Reciente (4-7a),111793.0,Gasolina,5.0,,automatica,Esplugas,Profesional,15.29,Medio (10-20K),,0,0,0,0.0,Flexicar
FIAT,500,2018.0,3,Casi nuevo (0-3a),58000.0,Gasolina,5.0,,manual,Granollers,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
HYUNDAI,Tucson,2020.0,1,Casi nuevo (0-3a),8320.0,Gasolina,5.0,,manual,Mataró,Profesional,24.99,Premium (20-35K),,0,0,0,0.0,Flexicar
NISSAN,NV200,2016.0,5,Reciente (4-7a),189000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,11.28,Medio (10-20K),,0,0,0,0.0,Flexicar
VOLKSWAGEN,Golf,2016.0,5,Reciente (4-7a),85000.0,Diesel,5.0,,automatica,Sabadell 1,Profesional,18.96,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase CLA,2014.0,7,Reciente (4-7a),144000.0,Diesel,5.0,,manual,Sabadell 1,Profesional,16.98,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2016.0,5,Reciente (4-7a),56000.0,Gasolina,5.0,,manual,Sabadell 1,Profesional,12.35,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Astra,2016.0,5,Reciente (4-7a),155000.0,Diesel,5.0,,automatica,Sabadell 1,Profesional,10.98,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Arona,2017.0,4,Reciente (4-7a),55630.0,Gasolina,5.0,,manual,Hospitalet,Profesional,15.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SSANGYONG,REXTON,2013.0,8,Seminuevo (8-12a),92311.0,Diesel,5.0,,manual,Hospitalet,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
RENAULT,Kangoo,2018.0,3,Casi nuevo (0-3a),140000.0,Diesel,5.0,,manual,Hospitalet,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
FORD,Tourneo Courier,2018.0,3,Casi nuevo (0-3a),105000.0,Diesel,5.0,,manual,Badalona,Profesional,12.49,Medio (10-20K),,0,0,0,0.0,Flexicar
AUDI,S5,2011.0,10,Seminuevo (8-12a),156230.0,Gasolina,5.0,,automatica,Mataró,Profesional,19.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,Serie 5,2013.0,8,Seminuevo (8-12a),142121.0,Diesel,5.0,,manual,Esplugas,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
MITSUBISHI,Outlander,2018.0,3,Casi nuevo (0-3a),77700.0,Híbrido,5.0,,automatica,Sabadell 3,Profesional,23.99,Premium (20-35K),,0,0,0,0.0,Flexicar
TOYOTA,Verso,2013.0,8,Seminuevo (8-12a),135800.0,Diesel,5.0,,manual,Sabadell 3,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
PEUGEOT,308,2016.0,5,Reciente (4-7a),116800.0,Diesel,5.0,,manual,Sabadell 3,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MAZDA,Mazda3,2016.0,5,Reciente (4-7a),101300.0,Diesel,5.0,,manual,Sabadell 3,Profesional,12.99,Medio (10-20K),,0,0,0,0.0,Flexicar
KIA,Niro,2019.0,2,Casi nuevo (0-3a),42000.0,Híbrido,5.0,,automatica,Sabadell 3,Profesional,19.49,Medio (10-20K),,0,0,0,0.0,Flexicar
OPEL,Mokka,2014.0,7,Reciente (4-7a),90000.0,Diesel,5.0,,manual,Sabadell 3,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
MERCEDES,Benz Clase GLK,2014.0,7,Reciente (4-7a),173170.0,Diesel,5.0,,manual,Sabadell 3,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SUZUKI,Baleno,2017.0,4,Reciente (4-7a),56000.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,10.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Exeo,2013.0,8,Seminuevo (8-12a),112200.0,Diesel,5.0,,manual,Sabadell 3,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
JEEP,Renegade,2018.0,3,Casi nuevo (0-3a),52400.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,14.49,Medio (10-20K),,0,0,0,0.0,Flexicar
TOYOTA,Yaris,2017.0,4,Reciente (4-7a),95200.0,Gasolina,5.0,,manual,Sabadell 3,Profesional,9.99,Accesible (5-10K),,0,0,0,0.0,Flexicar
RENAULT,Megane,2017.0,4,Reciente (4-7a),55603.0,Gasolina,5.0,,manual,Esplugas,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Arona,2018.0,3,Casi nuevo (0-3a),43451.0,Gasolina,5.0,,manual,Esplugas,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
JEEP,Compass,2019.0,2,Casi nuevo (0-3a),26200.0,Gasolina,5.0,,manual,Esplugas,Profesional,20.49,Premium (20-35K),,0,0,0,0.0,Flexicar
SEAT,Leon,2014.0,7,Reciente (4-7a),143065.0,Diesel,5.0,,automatica,Esplugas,Profesional,15.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,2008,2018.0,3,Casi nuevo (0-3a),86700.0,Gasolina,5.0,,automatica,Granollers,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Tarraco,2019.0,2,Casi nuevo (0-3a),25000.0,Gasolina,5.0,,manual,Granollers,Profesional,25.99,Premium (20-35K),,0,0,0,0.0,Flexicar
MAZDA,CX-3,2018.0,3,Casi nuevo (0-3a),78600.0,Gasolina,5.0,,manual,Granollers,Profesional,16.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Leon,2018.0,3,Casi nuevo (0-3a),86390.0,Diesel,5.0,,automatica,Sabadell 2,Profesional,18.49,Medio (10-20K),,0,0,0,0.0,Flexicar
SEAT,Ibiza,2017.0,4,Reciente (4-7a),55195.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,11.99,Medio (10-20K),,0,0,0,0.0,Flexicar
PEUGEOT,208,2016.0,5,Reciente (4-7a),68720.0,Gasolina,5.0,,manual,Sabadell 2,Profesional,9.49,Accesible (5-10K),,0,0,0,0.0,Flexicar
RENAULT,Megane,2018.0,3,Casi nuevo (0-3a),110150.0,Diesel,5.0,,manual,Sabadell 2,Profesional,14.99,Medio (10-20K),,0,0,0,0.0,Flexicar
BMW,X5,2016.0,5,Reciente (4-7a),195000.0,Diesel,5.0,,automatica,Sabadell 2,Profesional,27.99,Premium (20-35K),,0,0,0,0.0,Flexicar
